Program,Glass,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Bore_Status,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Interior Pro Express,,Molded,Hollow Core,1 Panel,Flat,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,Colonial,Black,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel design with a flat finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509454.0,1168775
Interior Pro Express,,Molded,Hollow Core,1 Panel,Flat,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,Colonial,Black,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 1 Panel design with a flat finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: Colonial, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509445.0,1170140
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Black,,"24.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509475.0,1170118
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Black,,"24.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509453.0,1168800
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Black,,"28.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509465.0,1169246
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Black,,"28.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509469.0,1168728
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Black,,"30.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509443.0,1170145
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Black,,"30.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509354.0,1168772
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Black,,"32.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509464.0,1169272
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Black,,"32.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509460.0,1169271
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Black,,"36.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509456.0,1170148
Interior Pro Express,,Wood,Solid Core,1 Panel Shaker,Wood Stile and Rail,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Black,,"36.0-inch x 80.0-inch Wood Solid Core door, featuring a 1 Panel Shaker design with a wood stile and rail finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Black. Built for durability and style, perfect for enhancing your home's entryway.",5509449.0,1170146
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,24.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675133.0,5731073
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,24.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675138.0,5731068
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,28.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675139.0,5731065
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,28.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675143.0,5731091
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,30.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675140.0,5731110
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,30.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675146.0,5731071
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,32.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675141.0,5731090
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,32.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675145.0,5731076
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,36.0,80.0,Bored,Right-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675148.0,5731067
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,36.0,80.0,Bored,Left-Hand,Flat Jamb,No Casing,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Flat Jamb, casing: No Casing, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5675147.0,5731115
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690032.0,5731118
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690033.0,5731334
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690035.0,5731104
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690037.0,5731074
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690038.0,5731108
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690036.0,5731078
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,32.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690039.0,5731070
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,32.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"32.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690041.0,5731112
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,36.0,80.0,Bored,Right-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690042.0,5731102
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,36.0,80.0,Bored,Left-Hand,Split Jamb,356,Nickel,,"36.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 356, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690040.0,5731075
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,24.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690021.0,5731095
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,24.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"24.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690019.0,5731069
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,28.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690027.0,5731083
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,28.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"28.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690026.0,5731086
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,30.0,80.0,Bored,Right-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Right Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690031.0,5731117
Interior Pro Express,,Molded,Hollow Core,2 Panel Round Top,Smooth,,Single Prehung,30.0,80.0,Bored,Left-Hand,Split Jamb,366,Nickel,,"30.0-inch x 80.0-inch Molded Hollow Core door, featuring a 2 Panel Round Top design with a smooth finish (Single Prehung), Left Hand, bored, jamb type: Split Jamb, casing: 366, hinge finish: Nickel. Built for durability and style, perfect for enhancing your home's entryway.",5690024.0,5731119
